  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
 22  10  1.250 1.109 0.632 -0.711 -0.823   12.6359 11.4316 9.0632
 23  10  1.464 2.178 0.969 -0.944 -1.001   13.1677 11.9016 9.5393
 24  10  1.194 1.544 0.386 -0.650 -0.771   12.3778 11.1481 8.9329
 25  10  1.211 1.830 0.655 -0.691 -0.746   12.2838 11.1010 8.9610
 26  10  1.123 1.793 0.008 -0.584 -0.687   12.2307 10.9918 8.7894
 27  10  1.000 1.723 0.086 -0.461 -0.566   12.1890 11.0456 9.0662
 28  10  1.097 1.656 -0.229 -0.563 -0.652   12.3138 11.1439 9.0734
 29  10  0.674 0.258 0.502 -0.160 -0.203   13.2035 12.0016 9.9531
 30  10  0.990 1.311 0.828 -0.484 -0.503   11.8605 10.7968 8.9276
 31  10  1.130 1.358 -1.317 -0.613 -0.656   12.3870 11.2228 9.2308
 32  10  1.325 2.019 0.220 -0.790 -0.885   12.3027 11.0471 8.8137
 33  10  0.980 1.323 -1.140 -0.451 -0.524   12.2175 11.0653 9.1038
 34  10  0.643 0.792 0.637 -0.144 -0.140   13.0856 11.9361 9.9541
 35  10  1.336 1.395 -1.168 -0.832 -0.842   12.3111 11.0267 8.7637
 36  10  1.132 1.818 0.340 -0.600 -0.686   12.0973 10.9049 8.8271
 37  10  1.131 1.699 0.475 -0.607 -0.671   12.3723 11.1612 9.0038
 38  10  0.891 1.365 -0.324 -0.363 -0.436   12.5623 11.4915 9.5397
 39  10  1.227 1.230 0.237 -0.647 -0.879   11.9761 10.8475 8.5656
 40  10  1.481 1.922 1.035 -0.956 -1.025   13.5622 12.2227 9.7437
 41  10  1.293 2.013 0.595 -0.759 -0.852   12.5740 11.3039 9.0088
 42  10  1.087 1.217 0.215 -0.515 -0.721   12.2763 11.0818 8.9239
 43  10  0.966 1.164 0.592 -0.459 -0.476   11.7651 10.6201 8.4126
 44  10  1.574 2.254 0.598 -1.049 -1.117   13.4577 12.2376 9.8571
 45  10  0.865 1.095 0.492 -0.341 -0.409   12.4405 11.3137 9.1277
 46  10  0.827 1.116 0.161 -0.314 -0.349   12.4424 11.3621 9.3508
 47  10  1.277 1.597 0.464 -0.734 -0.854   12.3985 11.1686 8.8888
 48  10  0.931 0.889 -0.349 -0.434 -0.426   12.2398 11.0394 8.8554
 49  10  1.059 0.751 0.367 -0.498 -0.678   11.8739 10.7280 8.5985
 50  10  1.261 1.852 0.286 -0.732 -0.810   12.1684 10.9987 8.9387
 51  10  1.161 1.506 -0.545 -0.642 -0.690   12.2070 11.0126 8.9283
 52  10  1.150 0.861 0.475 -0.600 -0.745   12.2978 11.2250 9.0489
 53  10  1.005 1.462 0.771 -0.495 -0.523   12.1732 10.9808 8.7953
 54  10  1.075 1.572 0.797 -0.565 -0.593   11.9173 10.7820 8.6211
 55  10  1.175 1.736 0.820 -0.659 -0.703   12.3057 11.1104 8.8582
 56  10  1.306 1.957 0.947 -0.791 -0.831   12.3202 11.1115 8.8071
 57  10  0.470 0.366 0.460 0.026 0.040   14.1044 12.8701 10.6720
 58  10  0.724 -0.519 0.851 -0.235 -0.200   13.6070 12.3631 10.0686
 59  10  0.957 1.697 0.025 -0.420 -0.519   12.5564 11.3775 9.3330
 60  10  1.068 1.305 -0.048 -0.552 -0.593   11.8010 10.6823 8.7036
 61  10  0.918 0.265 0.569 -0.383 -0.490   12.4140 11.2644 8.9915
 62  10  1.177 2.019 0.776 -0.657 -0.713   11.9568 10.7568 8.6182
 63  10  1.331 1.996 0.895 -0.814 -0.860   12.6272 11.3184 8.9656
 64  10  1.055 1.957 -0.609 -0.492 -0.656   12.2834 11.0482 8.9711
 65  10  1.085 1.532 0.286 -0.568 -0.615   11.7712 10.6322 8.4206
 66  10  1.050 1.438 0.290 -0.533 -0.578   12.0085 10.8298 8.6486
 67  10  1.279 1.970 0.578 -0.745 -0.838   12.2222 10.9916 8.7668
 68  10  0.876 1.154 -0.634 -0.362 -0.400   12.5077 11.3369 9.3083
 69  10  0.779 0.282 0.557 -0.263 -0.312   12.7506 11.5309 9.4052
 70  10  1.233 1.736 0.217 -0.706 -0.778   12.2649 11.0651 8.9687
 71  10  1.210 1.868 -0.403 -0.659 -0.791   12.3012 11.0732 9.0101
 72  10  1.185 1.712 0.281 -0.657 -0.730   12.2205 11.0247 8.7845
 73  10  1.099 1.786 0.390 -0.571 -0.647   11.8251 10.6182 8.4700
 74  10  0.692 0.591 0.408 -0.172 -0.230   13.0523 11.8406 9.6512
 75  10  1.230 1.840 0.708 -0.706 -0.771   12.1275 10.9185 8.8037
 76  10  0.953 1.296 0.883 -0.450 -0.460   12.2065 11.0458 8.8571
 77  10  0.885 1.319 0.724 -0.378 -0.397   12.0907 10.8938 8.7918
 78  10  1.233 1.842 -0.234 -0.689 -0.803   12.2162 11.0361 8.8734
 79  10  1.264 1.796 0.565 -0.744 -0.796   12.2132 11.0121 8.8905
 80  10  1.569 2.352 0.282 -1.024 -1.145   13.1269 11.7770 9.3519
 81  10  0.801 1.356 0.062 -0.262 -0.366   12.5624 11.4303 9.4605
 82  10  1.464 2.020 0.654 -0.943 -0.999   12.8779 11.6822 9.3641
 83  10  0.737 0.704 0.531 -0.227 -0.255   12.5416 11.4257 9.4031
 84  10  0.972 1.231 0.140 -0.398 -0.610   12.4902 11.2962 9.1274
 85  10  1.191 1.701 0.836 -0.678 -0.713   12.4359 11.2055 8.9145
 86  10  1.006 1.724 0.668 -0.489 -0.538   11.8411 10.6654 8.6533
 87  10  0.907 0.384 0.402 -0.342 -0.556   12.3655 11.1503 8.8937
 88  10  1.062 1.101 0.234 -0.493 -0.696   12.0312 10.8531 8.5755
 89  10  0.964 0.286 0.635 -0.437 -0.515   12.3269 11.1420 8.9318
 90  10  0.841 0.103 0.645 -0.323 -0.376   12.8196 11.5872 9.3251
