  # Samp Profile                         DE76    De94   DL
---------------------------------------------------------------
 27  10  0.100 0.200 0.200 0.200 0.300   13.3044 10.2681 7.3881
 28  10  0.300 0.100 0.100 0.100 0.400   13.4546 10.4800 7.6481
 29  10  0.300 0.000 0.300 0.200 0.200   13.7431 10.7629 8.0329
 30  10  0.100 0.200 0.200 0.300 0.200   13.5600 10.6085 7.7999
 31  10  0.400 0.100 0.200 0.100 0.200   13.8741 11.0869 8.5444
 32  10  0.100 0.100 0.200 0.100 0.500   13.0120 10.1461 7.3987
 33  10  0.000 0.100 0.200 0.000 0.700   13.1540 10.1881 7.2945
 34  10  0.100 0.200 0.200 0.400 0.100   13.6104 10.7471 8.1538
 35  10  0.300 0.100 0.100 0.300 0.200   13.6887 10.7501 8.0088
 36  10  0.300 0.300 0.300 0.000 0.100   13.8461 10.9516 8.3314
 37  10  0.200 0.200 0.500 0.100 0.000   14.0734 11.2182 8.6180
 38  10  0.100 0.200 0.100 0.300 0.300   13.4256 10.5019 7.7764
 39  10  0.300 0.100 0.300 0.100 0.200   13.4853 10.6643 8.1625
 40  10  0.200 0.100 0.400 0.200 0.100   13.6974 10.7869 8.1309
 41  10  0.300 0.000 0.100 0.100 0.500   13.4121 10.4855 7.6478
 42  10  0.200 0.300 0.200 0.100 0.200   13.3689 10.4874 7.9028
 43  10  0.300 0.000 0.100 0.300 0.300   13.3457 10.4239 7.6674
 44  10  0.100 0.200 0.200 0.000 0.500   13.3096 10.3670 7.5554
 45  10  0.000 0.000 0.300 0.200 0.500   13.3592 10.4137 7.5843
 46  10  0.200 0.200 0.200 0.200 0.200   13.3124 10.5436 7.9388
 47  10  0.100 0.100 0.400 0.100 0.300   13.3342 10.3585 7.5473
 48  10  0.200 0.100 0.100 0.200 0.400   12.8313 10.0310 7.4698
 49  10  0.200 0.200 0.300 0.100 0.200   13.6419 10.7762 8.2122
 50  10  0.000 0.100 0.500 0.100 0.300   13.0066 10.0814 7.5537
 51  10  0.100 0.500 0.000 0.300 0.100   13.7643 10.7689 7.9239
 52  10  0.100 0.100 0.300 0.300 0.200   13.4610 10.5411 7.8507
 53  10  0.100 0.100 0.300 0.000 0.500   13.3445 10.4621 7.7142
 54  10  0.300 0.100 0.200 0.100 0.300   13.7675 10.7859 8.0550
 55  10  0.200 0.300 0.300 0.000 0.200   13.5488 10.7159 8.1592
 56  10  0.000 0.300 0.100 0.200 0.400   13.1478 10.0525 7.3002
 57  10  0.300 0.100 0.300 0.000 0.300   13.8456 10.9551 8.3121
 58  10  0.200 0.400 0.000 0.300 0.100   13.6215 10.7536 8.0904
 59  10  0.200 0.400 0.000 0.300 0.100   13.6124 10.6137 7.8786
 60  10  0.200 0.300 0.400 0.000 0.100   13.9852 10.9537 8.2719
 61  10  0.100 0.300 0.300 0.000 0.300   13.4037 10.5200 7.7963
 62  10  0.200 0.300 0.100 0.200 0.200   13.5597 10.5526 7.9114
 63  10  0.200 0.200 0.000 0.400 0.200   13.6898 10.7026 7.9806
 64  10  0.000 0.100 0.400 0.000 0.500   13.3090 10.3104 7.5049
 65  10  0.100 0.300 0.200 0.200 0.200   13.4675 10.4283 7.6159
 66  10  0.100 0.300 0.300 0.200 0.100   13.4599 10.5397 7.7626
 67  10  0.200 0.100 0.400 0.100 0.200   13.8717 10.9909 8.3062
 68  10  0.200 0.200 0.200 0.200 0.200   13.2921 10.3413 7.5809
 69  10  0.100 0.300 0.400 0.200 0.000   13.6113 10.7219 8.0430
 70  10  0.100 0.200 0.300 0.200 0.200   13.4601 10.5584 8.0162
 71  10  0.200 0.100 0.100 0.100 0.500   13.3369 10.3686 7.5096
 72  10  0.000 0.200 0.500 0.200 0.100   13.5269 10.5719 7.8887
 73  10  0.300 0.200 0.200 0.200 0.100   13.7485 10.9159 8.2290
 74  10  0.000 0.200 0.200 0.200 0.400   13.1172 10.1456 7.2797
 75  10  0.000 0.200 0.300 0.300 0.200   13.2015 10.2004 7.3527
 76  10  0.100 0.200 0.500 0.100 0.100   13.4288 10.5698 7.8674
 77  10  0.100 0.000 0.400 0.500 0.000   13.2090 10.3664 7.6941
 78  10  0.200 0.000 0.400 0.300 0.100   13.5202 10.6396 7.9629
 79  10  0.100 0.100 0.200 0.200 0.400   13.3725 10.4476 7.6260
